Time,Growing Degree Days,Air Temperature Secondary (°C),Atmospheric Pressure (kPa),Rain Bucket Capacity (mL),Calculated Fallen Rain (mm),East Wind Speed (m/s),Wind Gust (m/s),Humidity Sensor Temperature (°C),Latitude,Longitude,North Wind Speed (m/s),Precipitation (mm),Relative Humidity (%),Rain Bucket Tips per Minute,Vapor Pressure (kPa),Wind Direction (°),Wind Speed (m/s),X Orientation,Y Orientation
2024-06-18T04:53:54.000Z,,22.50,99.57,5.00,0.00,0.03,0.06,22.50,38.630938,-90.226172,0.02,0.00,51.00,0.00,1.41,49.00,0.03,-0.60,-0.30
2024-06-18T05:08:54.000Z,,22.50,99.58,5.00,0.00,0.03,0.05,22.50,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.41,47.90,0.04,-0.70,-0.20
2024-06-18T05:23:54.000Z,,22.60,99.57,5.00,0.00,0.03,0.05,22.50,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.42,48.90,0.03,-0.60,-0.30
2024-06-18T05:38:54.000Z,,22.60,99.56,5.00,0.00,0.03,0.05,22.50,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.43,51.30,0.03,-0.70,-0.30
2024-06-18T05:53:54.000Z,,22.60,99.57,5.00,0.00,0.04,0.06,22.60,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.44,60.10,0.05,-0.60,-0.20
2024-06-18T06:04:52.347Z,12.40,,,,,,,,,,,,,,,,,,
2024-06-18T06:08:54.000Z,,22.60,99.56,5.00,0.00,0.04,0.06,22.60,38.630938,-90.226172,0.02,0.00,53.00,0.00,1.45,60.80,0.05,-0.70,-0.30
2024-06-18T06:23:51.000Z,,,,5.00,0.00,,,,38.630938,-90.226172,,,,0.00,,,,,
2024-06-18T06:38:54.000Z,,22.60,99.54,5.00,0.00,0.04,0.07,22.60,38.630938,-90.226172,0.03,0.00,54.00,0.00,1.47,56.80,0.05,-0.50,-0.10
2024-06-18T06:53:54.000Z,,22.70,99.57,5.00,0.00,0.04,0.08,22.60,38.630938,-90.226172,0.03,0.00,55.00,0.00,1.51,54.70,0.04,-0.70,-0.10
2024-06-18T07:08:54.000Z,,22.50,99.57,5.00,0.00,0.05,0.16,22.60,38.630938,-90.226172,0.07,0.00,55.00,0.00,1.49,38.90,0.08,-0.80,-0.30
2024-06-18T07:23:54.000Z,,22.40,99.56,5.00,0.00,0.04,0.12,22.50,38.630938,-90.226172,0.04,0.00,52.00,0.00,1.41,47.70,0.06,-0.60,-0.10
2024-06-18T07:38:54.000Z,,22.30,99.55,5.00,0.00,0.05,0.18,22.40,38.630938,-90.226172,0.06,0.00,50.00,0.00,1.35,41.30,0.07,-0.60,-0.30
2024-06-18T07:53:54.000Z,,22.20,99.54,5.00,0.00,0.06,0.23,22.30,38.630938,-90.226172,0.05,0.00,49.00,0.00,1.31,48.00,0.08,-0.80,0.00
2024-06-18T08:08:51.000Z,,,,5.00,0.00,,,,38.630938,-90.226172,,,,0.00,,,,,
2024-06-18T08:23:54.000Z,,22.30,99.52,5.00,0.00,0.05,0.13,22.30,38.630938,-90.226172,0.03,0.00,49.00,0.00,1.32,60.00,0.06,-0.60,-0.30
2024-06-18T08:38:54.000Z,,22.30,99.53,5.00,0.00,0.05,0.12,22.30,38.630938,-90.226172,0.03,0.00,49.00,0.00,1.31,60.40,0.05,-0.50,-0.30
2024-06-18T08:53:54.000Z,,22.20,99.53,5.00,0.00,0.03,0.10,22.30,38.630938,-90.226172,0.01,0.00,49.00,0.00,1.30,75.80,0.04,-0.70,0.00
2024-06-18T09:04:53.025Z,12.40,,,,,,,,,,,,,,,,,,
2024-06-18T09:08:54.000Z,,21.20,99.53,5.00,0.00,-0.27,0.91,22.00,38.630938,-90.226172,-0.20,0.00,51.00,0.00,1.29,234.10,0.34,-0.60,-0.20
2024-06-18T09:23:54.000Z,,21.70,99.53,5.00,0.00,0.06,0.12,21.70,38.630938,-90.226172,0.02,0.00,50.00,0.00,1.30,67.50,0.06,-0.80,-0.30
2024-06-18T09:38:54.000Z,,21.80,99.54,5.00,0.00,0.06,0.11,21.70,38.630938,-90.226172,0.02,0.00,51.00,0.00,1.32,71.90,0.07,-0.80,-0.30
2024-06-18T09:53:54.000Z,,21.80,99.54,5.00,0.00,0.05,0.08,21.80,38.630938,-90.226172,0.01,0.00,51.00,0.00,1.34,79.20,0.05,-0.80,-0.20
2024-06-18T10:08:54.000Z,,21.90,99.56,5.00,0.00,0.08,0.20,21.90,38.630938,-90.226172,-0.01,0.00,51.00,0.00,1.34,97.30,0.08,-0.80,-0.30
2024-06-18T10:23:54.000Z,,21.80,99.57,5.00,0.00,-0.02,0.36,21.90,38.630938,-90.226172,-0.09,0.00,50.00,0.00,1.31,191.70,0.10,-0.70,-0.20
2024-06-18T10:38:54.000Z,,21.90,99.59,5.00,0.00,0.06,0.24,21.90,38.630938,-90.226172,0.05,0.00,51.00,0.00,1.34,53.00,0.08,-0.60,-0.20
2024-06-18T10:53:54.000Z,,22.10,99.61,5.00,0.00,0.05,0.10,22.00,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.39,70.80,0.06,-0.40,-0.30
2024-06-18T11:08:54.000Z,,22.10,99.63,5.00,0.00,0.04,0.13,22.10,38.630938,-90.226172,0.04,0.00,53.00,0.00,1.41,42.00,0.06,-0.60,0.00
2024-06-18T11:23:54.000Z,,22.00,99.66,5.00,0.00,-0.03,0.33,22.10,38.630938,-90.226172,-0.10,0.00,52.00,0.00,1.38,198.10,0.10,-0.60,-0.40
2024-06-18T11:38:54.000Z,,22.00,99.68,5.00,0.00,0.05,0.28,22.00,38.630938,-90.226172,-0.07,0.00,51.00,0.00,1.36,144.50,0.08,-0.60,-0.30
2024-06-18T11:53:54.000Z,,22.10,99.69,5.00,0.00,0.05,0.12,22.00,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.38,69.00,0.06,-0.80,-0.20
2024-06-18T12:04:52.952Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-18T12:08:54.000Z,,22.10,99.71,5.00,0.00,0.05,0.13,22.10,38.630938,-90.226172,0.04,0.00,53.00,0.00,1.40,51.80,0.07,-0.70,-0.30
2024-06-18T12:23:54.000Z,,22.10,99.71,5.00,0.00,-0.02,0.30,22.10,38.630938,-90.226172,-0.10,0.00,53.00,0.00,1.40,188.60,0.10,-0.70,-0.10
2024-06-18T12:38:54.000Z,,22.00,99.73,5.00,0.00,-0.04,0.28,22.10,38.630938,-90.226172,-0.10,0.00,51.00,0.00,1.36,200.40,0.11,-0.70,-0.40
2024-06-18T12:53:54.000Z,,22.10,99.75,5.00,0.00,0.07,0.18,22.10,38.630938,-90.226172,0.03,0.00,52.00,0.00,1.38,68.50,0.07,-0.60,-0.30
2024-06-18T13:08:54.000Z,,22.10,99.74,5.00,0.00,0.05,0.14,22.10,38.630938,-90.226172,0.06,0.00,52.00,0.00,1.39,36.60,0.08,-0.60,-0.30
2024-06-18T13:23:54.000Z,,22.10,99.76,5.00,0.00,0.06,0.13,22.10,38.630938,-90.226172,0.03,0.00,53.00,0.00,1.41,64.10,0.07,-0.80,-0.10
2024-06-18T13:38:54.000Z,,22.10,99.78,5.00,0.00,-0.02,0.29,22.10,38.630938,-90.226172,-0.12,0.00,52.00,0.00,1.38,188.30,0.13,-0.90,-0.20
2024-06-18T13:53:54.000Z,,22.10,99.78,5.00,0.00,0.09,0.26,22.10,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.38,80.20,0.09,-0.70,-0.40
2024-06-18T14:08:54.000Z,,22.10,99.79,5.00,0.00,0.00,0.13,22.20,38.630938,-90.226172,0.06,0.00,52.00,0.00,1.40,358.60,0.06,-0.70,-0.30
2024-06-18T14:23:54.000Z,,22.10,99.79,5.00,0.00,0.04,0.30,22.20,38.630938,-90.226172,-0.10,0.00,52.00,0.00,1.39,158.90,0.11,-0.80,-0.50
2024-06-18T14:38:54.000Z,,22.20,99.79,5.00,0.00,0.05,0.22,22.10,38.630938,-90.226172,-0.07,0.00,51.00,0.00,1.37,144.10,0.09,-0.50,-0.20
2024-06-18T14:53:54.000Z,,22.40,99.80,5.00,0.00,0.07,0.13,22.20,38.630938,-90.226172,0.00,0.00,52.00,0.00,1.40,86.00,0.07,-0.80,-0.30
2024-06-18T15:04:53.313Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-18T15:08:54.000Z,,22.30,99.79,5.00,0.00,0.05,0.30,22.40,38.630938,-90.226172,-0.09,0.00,52.00,0.00,1.41,151.50,0.10,-0.80,-0.40
2024-06-18T15:23:54.000Z,,22.10,99.80,5.00,0.00,0.09,0.21,22.30,38.630938,-90.226172,-0.02,0.00,52.00,0.00,1.37,103.30,0.09,-0.70,-0.10
2024-06-18T15:38:54.000Z,,22.30,99.81,5.00,0.00,0.06,0.20,22.30,38.630938,-90.226172,-0.07,0.00,52.00,0.00,1.39,140.60,0.09,-0.50,-0.20
2024-06-18T15:53:54.000Z,,22.40,99.82,5.00,0.00,-0.01,0.12,22.30,38.630938,-90.226172,0.06,0.00,53.00,0.00,1.43,346.80,0.06,-0.70,-0.20
2024-06-18T16:08:54.000Z,,22.50,99.82,5.00,0.00,0.04,0.18,22.40,38.630938,-90.226172,-0.06,0.00,53.00,0.00,1.43,145.40,0.07,-0.70,-0.10
2024-06-18T16:23:54.000Z,,22.30,99.83,5.00,0.00,0.06,0.16,22.40,38.630938,-90.226172,-0.02,0.00,51.00,0.00,1.37,109.40,0.07,-0.50,-0.10
2024-06-18T16:38:54.000Z,,22.50,99.82,5.00,0.00,0.03,0.16,22.40,38.630938,-90.226172,0.08,0.00,51.00,0.00,1.39,21.50,0.09,-0.60,-0.10
2024-06-18T16:53:54.000Z,,22.60,99.82,5.00,0.00,-0.05,0.27,22.50,38.630938,-90.226172,-0.07,0.00,52.00,0.00,1.42,218.30,0.09,-0.70,-0.20
2024-06-18T17:08:54.000Z,,22.30,99.82,5.00,0.00,0.07,0.17,22.50,38.630938,-90.226172,-0.03,0.00,51.00,0.00,1.37,113.20,0.08,-0.60,-0.20
2024-06-18T17:23:54.000Z,,22.50,99.83,5.00,0.00,0.06,0.17,22.40,38.630938,-90.226172,-0.06,0.00,50.00,0.00,1.36,138.00,0.08,-0.60,-0.20
2024-06-18T17:38:54.000Z,,22.60,99.83,5.00,0.00,0.03,0.15,22.50,38.630938,-90.226172,0.08,0.00,51.00,0.00,1.41,18.40,0.09,-0.70,-0.10
2024-06-18T17:53:54.000Z,,22.60,99.84,5.00,0.00,0.07,0.21,22.60,38.630938,-90.226172,-0.03,0.00,52.00,0.00,1.43,115.00,0.08,-0.90,-0.10
2024-06-18T18:04:53.401Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-18T18:08:54.000Z,,22.40,99.85,5.00,0.00,0.06,0.14,22.60,38.630938,-90.226172,-0.01,0.00,51.00,0.00,1.38,95.90,0.06,-0.60,-0.10
2024-06-18T18:23:54.000Z,,22.40,99.84,5.00,0.00,-0.08,0.22,22.50,38.630938,-90.226172,-0.01,0.00,51.00,0.00,1.37,261.80,0.08,-0.60,-0.30
2024-06-18T18:38:54.000Z,,22.40,99.84,5.00,0.00,-0.02,0.15,22.40,38.630938,-90.226172,0.06,0.00,51.00,0.00,1.40,342.80,0.06,-0.70,-0.20
2024-06-18T18:53:54.000Z,,22.40,99.83,5.00,0.00,-0.01,0.21,22.50,38.630938,-90.226172,-0.09,0.00,53.00,0.00,1.43,185.20,0.09,-0.50,-0.30
2024-06-18T19:08:54.000Z,,22.40,99.83,5.00,0.00,0.05,0.15,22.40,38.630938,-90.226172,-0.01,0.00,51.00,0.00,1.37,101.60,0.05,-0.60,-0.10
2024-06-18T19:23:54.000Z,,22.40,99.84,5.00,0.00,0.06,0.20,22.40,38.630938,-90.226172,-0.05,0.00,51.00,0.00,1.38,128.30,0.08,-0.50,-0.20
2024-06-18T19:38:54.000Z,,22.60,99.85,5.00,0.00,0.01,0.12,22.50,38.630938,-90.226172,0.05,0.00,52.00,0.00,1.42,13.20,0.05,-0.60,-0.30
2024-06-18T19:53:54.000Z,,22.60,99.85,5.00,0.00,0.07,0.24,22.50,38.630938,-90.226172,-0.06,0.00,52.00,0.00,1.43,129.80,0.09,-0.60,-0.20
2024-06-18T20:08:54.000Z,,22.50,99.84,5.00,0.00,0.06,0.14,22.60,38.630938,-90.226172,-0.01,0.00,50.00,0.00,1.37,96.90,0.06,-0.50,-0.30
2024-06-18T20:23:54.000Z,,22.60,99.85,5.00,0.00,-0.07,0.23,22.50,38.630938,-90.226172,-0.03,0.00,50.00,0.00,1.37,243.90,0.08,-0.70,-0.20
2024-06-18T20:38:54.000Z,,22.60,99.83,5.00,0.00,0.07,0.19,22.60,38.630938,-90.226172,-0.02,0.00,51.00,0.00,1.39,109.70,0.07,-0.60,-0.30
2024-06-18T20:53:54.000Z,,22.50,99.85,5.00,0.00,0.06,0.12,22.60,38.630938,-90.226172,-0.02,0.00,50.00,0.00,1.35,106.50,0.06,-0.60,-0.20
2024-06-18T21:04:52.796Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-18T21:08:54.000Z,,22.50,99.84,5.00,0.00,0.06,0.14,22.50,38.630938,-90.226172,-0.01,0.00,49.00,0.00,1.32,97.10,0.06,-0.80,-0.20
2024-06-18T21:23:54.000Z,,22.60,99.84,5.00,0.00,0.03,0.19,22.50,38.630938,-90.226172,0.07,0.00,50.00,0.00,1.35,21.10,0.08,-0.70,-0.20
2024-06-18T21:38:54.000Z,,22.40,99.83,5.00,0.00,0.06,0.18,22.50,38.630938,-90.226172,-0.03,0.00,49.00,0.00,1.34,115.50,0.07,-0.70,0.10
2024-06-18T21:53:54.000Z,,22.50,99.82,5.00,0.00,0.06,0.16,22.50,38.621787,-90.219297,-0.02,0.00,49.00,0.00,1.33,110.30,0.07,-0.60,-0.20
2024-06-18T22:08:54.000Z,,22.60,99.83,5.00,0.00,0.08,0.20,22.50,38.621787,-90.219297,0.03,0.00,50.00,0.00,1.37,68.00,0.09,-0.50,-0.20
2024-06-18T22:23:54.000Z,,22.40,99.82,5.00,0.00,0.07,0.19,22.50,38.621787,-90.219297,-0.03,0.00,49.00,0.00,1.33,112.30,0.08,-0.60,-0.30
2024-06-18T22:38:54.000Z,,22.40,99.80,5.00,0.00,0.07,0.22,22.40,38.621787,-90.219297,-0.02,0.00,49.00,0.00,1.32,108.30,0.08,-0.70,-0.20
2024-06-18T22:53:51.000Z,,,,5.00,0.00,,,,38.621787,-90.219297,,,,0.00,,,,,
2024-06-18T23:08:54.000Z,,22.40,99.81,5.00,0.00,0.02,0.12,22.40,38.621787,-90.219297,0.05,0.00,50.00,0.00,1.36,23.40,0.05,-0.70,-0.40
2024-06-18T23:23:54.000Z,,22.30,99.80,5.00,0.00,0.02,0.14,22.40,38.621787,-90.219297,0.06,0.00,50.00,0.00,1.35,19.70,0.06,-0.50,-0.20
2024-06-18T23:38:54.000Z,,22.30,99.80,5.00,0.00,0.00,0.31,22.40,38.621787,-90.219297,-0.10,0.00,50.00,0.00,1.35,177.90,0.10,-0.70,-0.20
2024-06-18T23:53:54.000Z,,22.20,99.80,5.00,0.00,-0.01,0.27,22.30,38.621787,-90.219297,-0.12,0.00,49.00,0.00,1.32,185.50,0.12,-0.50,-0.30
2024-06-19T00:04:53.176Z,12.45,,,,,,,,,,,,,,,,,,
2024-06-19T00:08:54.000Z,,22.30,99.81,5.00,0.00,0.06,0.14,22.30,38.621787,-90.219297,0.06,0.00,49.00,0.00,1.32,47.20,0.08,-0.90,-0.20
2024-06-19T00:23:54.000Z,,22.30,99.80,5.00,0.00,0.06,0.14,22.30,38.621787,-90.219297,0.05,0.00,50.00,0.00,1.33,48.40,0.08,-0.70,-0.10
2024-06-19T00:38:54.000Z,,22.30,99.81,5.00,0.00,0.06,0.12,22.30,38.621787,-90.219297,0.05,0.00,50.00,0.00,1.34,47.30,0.08,-0.70,-0.20
2024-06-19T00:53:54.000Z,,22.30,99.83,5.00,0.00,0.02,0.25,22.30,38.630938,-90.226172,-0.11,0.00,50.00,0.00,1.34,171.60,0.11,-0.80,-0.30
2024-06-19T01:08:54.000Z,,22.20,99.83,5.00,0.00,0.05,0.31,22.30,38.630938,-90.226172,-0.08,0.00,49.00,0.00,1.32,151.20,0.09,-0.60,-0.30
2024-06-19T01:23:54.000Z,,22.20,99.82,5.00,0.00,0.05,0.13,22.20,38.630938,-90.226172,0.03,0.00,50.00,0.00,1.33,59.70,0.06,-0.70,-0.10
2024-06-19T01:38:54.000Z,,22.20,99.82,5.00,0.00,0.04,0.12,22.20,38.630938,-90.226172,0.03,0.00,50.00,0.00,1.35,54.20,0.05,-0.60,-0.10
2024-06-19T01:53:54.000Z,,22.00,99.82,5.00,0.00,0.05,0.14,22.20,38.621787,-90.219297,0.04,0.00,51.00,0.00,1.36,54.90,0.07,-0.80,-0.20
2024-06-19T02:08:54.000Z,,22.20,99.84,5.00,0.00,-0.02,0.23,22.20,38.621787,-90.219297,-0.11,0.00,51.00,0.00,1.35,189.00,0.11,-0.60,-0.20
2024-06-19T02:23:54.000Z,,22.20,99.86,5.00,0.00,0.07,0.24,22.20,38.621787,-90.219297,-0.05,0.00,50.00,0.00,1.34,125.30,0.08,-0.60,-0.30
2024-06-19T02:38:54.000Z,,22.20,99.89,5.00,0.00,0.06,0.15,22.20,38.621787,-90.219297,0.04,0.00,51.00,0.00,1.36,56.50,0.07,-0.70,-0.20
2024-06-19T02:53:54.000Z,,22.20,99.91,5.00,0.00,0.04,0.13,22.20,38.621787,-90.219297,0.02,0.00,51.00,0.00,1.37,66.00,0.05,-0.60,-0.10
2024-06-19T03:04:52.815Z,12.30,,,,,,,,,,,,,,,,,,
2024-06-19T03:08:54.000Z,,22.20,99.92,5.00,0.00,0.04,0.14,22.20,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.39,66.00,0.05,-0.80,-0.20
2024-06-19T03:23:54.000Z,,22.30,99.95,5.00,0.00,0.03,0.06,22.20,38.630938,-90.226172,0.01,0.00,52.00,0.00,1.39,69.50,0.03,-0.70,-0.20
2024-06-19T03:38:54.000Z,,22.30,99.98,5.00,0.00,0.03,0.05,22.30,38.630938,-90.226172,0.01,0.00,51.00,0.00,1.38,65.20,0.03,-0.70,-0.10
2024-06-19T03:53:54.000Z,,22.30,99.99,5.00,0.00,0.03,0.05,22.30,38.630938,-90.226172,0.02,0.00,51.00,0.00,1.38,59.80,0.03,-0.60,-0.20
2024-06-19T04:08:54.000Z,,22.40,100.01,5.00,0.00,0.03,0.07,22.30,38.630363,-90.230016,0.02,0.00,51.00,0.00,1.39,57.40,0.03,-0.70,-0.10
2024-06-19T04:23:54.000Z,,22.40,100.01,5.00,0.00,0.02,0.05,22.40,38.630363,-90.230016,0.02,0.00,51.00,0.00,1.39,55.70,0.03,-0.60,0.00
2024-06-19T04:38:54.000Z,,22.40,100.02,5.00,0.00,0.02,0.06,22.40,38.630363,-90.230016,0.02,0.00,52.00,0.00,1.40,53.00,0.03,-0.80,-0.20
2024-06-19T04:53:54.000Z,,22.40,100.01,5.00,0.00,0.03,0.06,22.40,38.630363,-90.230016,0.02,0.00,52.00,0.00,1.41,54.50,0.04,-0.70,-0.20
2024-06-19T05:08:54.000Z,,22.50,99.99,5.00,0.00,0.03,0.06,22.40,38.630363,-90.230016,0.02,0.00,52.00,0.00,1.42,54.30,0.03,-0.60,-0.20
2024-06-19T05:23:54.000Z,,22.50,100.00,5.00,0.00,0.02,0.05,22.50,38.630363,-90.230016,0.02,0.00,53.00,0.00,1.43,49.20,0.03,-0.50,-0.30
2024-06-19T05:38:54.000Z,,22.50,100.01,5.00,0.00,0.02,0.04,22.40,38.630363,-90.230016,0.02,0.00,53.00,0.00,1.45,47.10,0.03,-0.70,-0.20
2024-06-19T05:53:54.000Z,,22.50,100.01,5.00,0.00,0.02,0.05,22.40,38.630363,-90.230016,0.02,0.00,53.00,0.00,1.45,43.50,0.02,-0.60,-0.20
2024-06-19T06:04:52.612Z,12.30,,,,,,,,,,,,,,,,,,
2024-06-19T06:08:54.000Z,,22.20,100.01,5.00,0.00,0.02,0.18,22.50,38.630363,-90.230016,0.02,0.00,54.00,0.00,1.47,44.00,0.03,-0.60,-0.30
2024-06-19T06:23:54.000Z,,22.50,100.01,5.00,0.00,0.02,0.06,22.50,38.630363,-90.230016,0.02,0.00,54.00,0.00,1.48,44.10,0.03,-0.60,-0.20
2024-06-19T06:38:54.000Z,,22.50,100.01,5.00,0.00,0.02,0.05,22.50,38.630363,-90.230016,0.02,0.00,55.00,0.00,1.49,43.40,0.03,-0.60,-0.20
2024-06-19T06:53:54.000Z,,22.50,100.02,5.00,0.00,0.02,0.04,22.50,38.630363,-90.230016,0.02,0.00,55.00,0.00,1.51,41.40,0.03,-0.80,-0.10
2024-06-19T07:08:54.000Z,,22.60,100.02,5.00,0.00,0.02,0.10,22.50,38.630363,-90.230016,0.03,0.00,56.00,0.00,1.54,36.80,0.03,-0.70,-0.30
2024-06-19T07:23:54.000Z,,22.50,100.01,5.00,0.00,0.04,0.13,22.50,38.630363,-90.230016,0.04,0.00,57.00,0.00,1.55,41.10,0.06,-0.60,-0.10
2024-06-19T07:38:54.000Z,,22.40,100.02,5.00,0.00,0.04,0.10,22.40,38.630363,-90.230016,0.03,0.00,54.00,0.00,1.45,51.70,0.05,-0.70,-0.40
2024-06-19T07:53:54.000Z,,22.20,100.02,5.00,0.00,0.05,0.10,22.40,38.630363,-90.230016,0.03,0.00,51.00,0.00,1.37,58.00,0.06,-0.50,-0.20
2024-06-19T08:08:54.000Z,,22.20,100.05,5.00,0.00,0.05,0.14,22.30,38.630363,-90.230016,0.04,0.00,50.00,0.00,1.33,53.30,0.07,-0.50,-0.20
2024-06-19T08:23:54.000Z,,22.30,100.06,5.00,0.00,0.04,0.13,22.20,38.630363,-90.230016,0.02,0.00,49.00,0.00,1.32,60.70,0.05,-0.60,-0.20
2024-06-19T08:38:54.000Z,,22.20,100.07,5.00,0.00,0.05,0.11,22.30,38.630363,-90.230016,0.01,0.00,49.00,0.00,1.31,83.00,0.05,-0.80,0.00
2024-06-19T08:53:54.000Z,,22.20,100.08,5.00,0.00,0.07,0.11,22.20,38.630363,-90.230016,0.02,0.00,49.00,0.00,1.29,72.90,0.07,-0.80,0.00
2024-06-19T09:04:52.836Z,12.30,,,,,,,,,,,,,,,,,,
2024-06-19T09:08:54.000Z,,21.30,100.10,5.00,0.00,-0.17,0.61,22.00,38.630363,-90.230016,-0.14,0.00,50.00,0.00,1.28,230.10,0.22,-0.70,-0.30
2024-06-19T09:23:54.000Z,,21.70,100.11,5.00,0.00,0.05,0.11,21.70,38.630363,-90.230016,0.01,0.00,50.00,0.00,1.29,83.30,0.05,-0.60,-0.20
2024-06-19T09:38:54.000Z,,21.80,100.13,5.00,0.00,0.07,0.11,21.80,38.630363,-90.230016,0.02,0.00,50.00,0.00,1.30,77.00,0.07,-0.70,-0.30
2024-06-19T09:53:54.000Z,,21.80,100.14,5.00,0.00,0.04,0.11,21.80,38.630363,-90.230016,0.02,0.00,50.00,0.00,1.31,66.40,0.05,-0.60,-0.40
2024-06-19T10:08:54.000Z,,21.90,100.15,5.00,0.00,0.04,0.10,21.90,38.630363,-90.230016,0.03,0.00,51.00,0.00,1.34,55.70,0.05,-0.80,-0.40
2024-06-19T10:23:54.000Z,,21.90,100.18,5.00,0.00,0.06,0.33,21.90,38.630363,-90.230016,-0.09,0.00,51.00,0.00,1.34,145.60,0.10,-0.60,-0.40
2024-06-19T10:38:54.000Z,,21.80,100.19,5.00,0.00,0.09,0.23,21.90,38.630363,-90.230016,-0.03,0.00,51.00,0.00,1.34,105.00,0.10,-0.80,-0.10
2024-06-19T10:53:54.000Z,,22.00,100.21,5.00,0.00,0.04,0.12,21.90,38.630363,-90.230016,0.03,0.00,52.00,0.00,1.37,53.80,0.05,-0.50,-0.30
2024-06-19T11:08:54.000Z,,22.10,100.23,5.00,0.00,0.04,0.09,22.00,38.630363,-90.230016,0.01,0.00,53.00,0.00,1.40,80.80,0.04,-0.60,-0.10
2024-06-19T11:23:54.000Z,,22.10,100.24,5.00,0.00,-0.04,0.29,22.10,38.630363,-90.230016,-0.10,0.00,53.00,0.00,1.41,200.60,0.11,-0.60,-0.30
2024-06-19T11:38:54.000Z,,21.90,100.26,5.00,0.00,-0.03,0.22,22.00,38.630363,-90.230016,-0.11,0.00,52.00,0.00,1.37,193.00,0.12,-0.70,-0.20
2024-06-19T11:53:54.000Z,,22.10,100.28,5.00,0.00,0.05,0.14,22.00,38.630363,-90.230016,0.02,0.00,52.00,0.00,1.38,71.30,0.06,-0.50,-0.30
2024-06-19T12:04:53.144Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-19T12:08:54.000Z,,22.10,100.29,5.00,0.00,0.05,0.09,22.10,38.630938,-90.226172,0.01,0.00,53.00,0.00,1.41,83.30,0.05,-0.60,-0.20
2024-06-19T12:23:54.000Z,,22.00,100.31,5.00,0.00,-0.02,0.23,22.10,38.630938,-90.226172,-0.11,0.00,53.00,0.00,1.41,188.20,0.11,-0.80,-0.10
2024-06-19T12:38:54.000Z,,22.00,100.33,5.00,0.00,0.06,0.30,22.10,38.630938,-90.226172,-0.08,0.00,52.00,0.00,1.38,143.40,0.10,-0.60,-0.20
2024-06-19T12:53:51.000Z,,,,5.00,0.00,,,,38.630938,-90.226172,,,,0.00,,,,,
2024-06-19T13:08:54.000Z,,22.10,100.35,5.00,0.00,0.06,0.14,22.10,38.630938,-90.226172,0.02,0.00,53.00,0.00,1.41,70.60,0.07,-0.50,-0.30
2024-06-19T13:23:54.000Z,,22.10,100.36,5.00,0.00,-0.03,0.15,22.10,38.630938,-90.226172,0.06,0.00,54.00,0.00,1.42,336.90,0.07,-0.50,-0.20
2024-06-19T13:38:54.000Z,,22.10,100.36,5.00,0.00,-0.06,0.27,22.10,38.630938,-90.226172,-0.11,0.00,53.00,0.00,1.41,207.30,0.13,-0.70,-0.30
2024-06-19T13:53:54.000Z,,22.10,100.37,5.00,0.00,0.07,0.11,22.10,38.630938,-90.226172,0.02,0.00,52.00,0.00,1.39,70.50,0.07,-0.80,-0.10
2024-06-19T14:08:54.000Z,,22.10,100.37,5.00,0.00,-0.01,0.14,22.10,38.630938,-90.226172,0.06,0.00,53.00,0.00,1.41,353.00,0.07,-0.60,-0.20
2024-06-19T14:23:54.000Z,,21.90,100.38,5.00,0.00,0.04,0.26,22.10,38.630938,-90.226172,-0.09,0.00,52.00,0.00,1.36,155.30,0.10,-0.60,-0.20
2024-06-19T14:38:54.000Z,,21.90,100.37,5.00,0.00,0.06,0.31,22.00,38.630938,-90.226172,-0.06,0.00,51.00,0.00,1.35,134.70,0.09,-0.60,-0.30
2024-06-19T14:53:54.000Z,,22.10,100.37,5.00,0.00,-0.01,0.16,22.00,38.630938,-90.226172,0.05,0.00,52.00,0.00,1.38,346.90,0.05,-0.70,-0.30
2024-06-19T15:04:52.855Z,11.95,,,,,,,,,,,,,,,,,,
2024-06-19T15:08:54.000Z,,22.20,100.38,5.00,0.00,0.07,0.36,22.10,38.630938,-90.226172,-0.01,0.00,53.00,0.00,1.41,101.00,0.07,-0.60,-0.30
2024-06-19T15:23:54.000Z,,22.10,100.38,5.00,0.00,0.05,0.30,22.10,38.630938,-90.226172,-0.09,0.00,51.00,0.00,1.37,151.70,0.10,-0.60,-0.30
2024-06-19T15:38:54.000Z,,22.20,100.39,5.00,0.00,0.02,0.19,22.10,38.630938,-90.226172,0.09,0.00,51.00,0.00,1.37,11.50,0.09,-0.70,0.00
2024-06-19T15:53:54.000Z,,22.30,100.39,5.00,0.00,0.02,0.13,22.20,38.630938,-90.226172,0.06,0.00,52.00,0.00,1.40,20.30,0.06,-0.70,0.00
